"","Long","Lat","ID","Entity","Year","Time","Age","Sex","Disposition","TotL_ft","TotL_cm","SVL_cm","Weight_lbs","Weight_kg","Easting","Northing","GeneralLocation","Method","Additional_ID","County","Designation","Observer","Sentinel","EggCount","SizeEstimate","Percent_Hidden","SnakeTemp","AirTemp","ShadeTemp","GroundTemp","PavementTemp","BurowFeature","Microhabitat","Comments","Behavior","GlobalID","Breeding","Sector_I","Sector_II","Scout_2","Scout_3","Scout_4","Scout_5","Scout_Association","Date","timestamp"
"56",-81.7250688190054,26.0489248322534,"BP01-31JAN17","COSWFL",2017,"1245","Adult","Female","Alive",14.5,443,394,99.3,45.2,427466,2881303,"N of Henderson Creek","Scout","","Collier","RBNERR","IB, IE, JK","Kirkland",50,"",NA,NA,NA,NA,NA,NA,"","","tried to slip into water","Basking","{E1475579-F256-431D-A5A1-05BC018E77A0}","YES","South","West","","","","","direct",2017-01-31,"2017-01-31 1245"
"57",-81.7269571129709,26.0584954769997,"BP01-06FEB17","COSWFL",2017,"1241","Adult","Female","Alive",13.3,405,360,85.3,38.7,427283,2882364,"N of Henderson Creek","Scout","","Collier","RBNERR","IB, IE, JK, AF","Ender",49,"",0,NA,NA,NA,NA,NA,"","","","Basking","{26209299-CB27-45E3-848D-62CAEE0AECF6}","YES","South","West","","","","","direct",2017-02-06,"2017-02-06 1241"
"58",-81.7268373791297,26.0585321971165,"BP02-06FEB17","COSWFL",2017,"1300","Adult","Male","Alive",8.6,262,226,17.4,7.9,427295,2882368,"N of Henderson Creek","Scout","","Collier","RBNERR","IB, IE, JK, AF","Ender",NA,"",NA,NA,NA,NA,NA,NA,"","cavity under pile of dead melaleuca; climbing fern, pine, myrtle, dahoon, ferns","~5ft from burrow entrance scoped","Coiled, Undercover","{EE56F4CE-8702-4052-A2B3-9398DBA4B76D}","","South","West","","","","","direct",2017-02-06,"2017-02-06 1300"
"59",-81.7252587906269,26.0489329077968,"BP03-06FEB17","COSWFL",2017,"1356","Adult","Male","Alive",10.6,322,281,31,14.1,427447,2881304,"N of Henderson Creek","Scout","","Collier","RBNERR","IB, IE, JK, AF","Kirkland",NA,"",NA,NA,NA,NA,NA,NA,"","cattails near leather fern/marsh ecotone","","Traveling","{E276451E-AD97-42A0-BE6B-CEF8B7121C36}","","South","West","","","","","direct",2017-02-06,"2017-02-06 1356"
"60",-81.6445831139788,26.0455682643286,"BP01-07FEB17","COSWFL",2017,"1206","Adult","Female","Alive",10.2,311,274,40.5,18.4,435516,2880889,"N of Fritchey Road","Scout","","Collier","Agricultural","IB, IE, JK, AF","Johnny",29,"",NA,NA,NA,NA,NA,NA,"","on top of horticultural waste pile with large logs and matted para","found while looking in Johnny's zone","Basking","{9B169037-22F7-4C24-8C08-EB369AD04CB7}","YES","North","East","","","","","indirect",2017-02-07,"2017-02-07 1206"
"61",-81.6452904193192,26.0451316925899,"BP02-07FEB17","COSWFL",2017,"1225","Adult","Male","Alive",7.7,235,205,11.9,5.4,435445,2880841,"N of Fritchey Road","Scout","","Collier","Agricultural","IB, IE, JK, AF","Johnny",NA,"",NA,NA,NA,NA,NA,NA,"","near castor bean, on matted para on old horticultural waste pile","found while looking in Johnny's zone","","{D82511A9-81B0-412E-B0E9-D9361575106D}","","North","East","","","","","indirect",2017-02-07,"2017-02-07 1225"
"62",-81.6521254729505,26.0628348050329,"BP03-07FEB17","COSWFL",2017,"1553","Adult","Female","Alive",11.6,355,312,59.3,26.9,434771,2882805,"N of Greenway Rd","Scout","","Collier","Six L's Agricultural Buffer","IB, IE, JK, AF","Argo",39,"",NA,NA,NA,NA,NA,NA,"","","in burrow, visible from opening","Underground","{3D9C0CDE-F3D1-4C29-8A10-40CB78116150}","YES","North","East","","","","","direct",2017-02-07,"2017-02-07 1553"
"63",-81.6393720735308,26.0357493081037,"BP01-08FEB17","COSWFL",2017,"1312","Adult","Female","Alive",12.6,384,342,68.8,31.2,436032,2879799,"N of Trinity Pl","Scout","","Collier","Six L's Agricultural Buffer","IB, IE, JK, AF","Johnny",46,"",NA,NA,NA,NA,NA,NA,"","dense para patch, near cow field and brazilian pepper","","Courting/Mating, Basking","{885A8A8B-A3DB-4E7A-BF44-70516B143244}","YES","North","East","","","","","direct",2017-02-08,"2017-02-08 1312"
"64",-81.7182748521504,26.0199202903668,"BP01-09FEB17","COSWFL",2017,"1024","Adult","Male","Alive",10.5,320,275,33.2,15.1,428128,2878087,"Shell Island Rd","Scout","PYBI-37","Collier","RBNERR","IB, IE, JK, AF","Fiona",NA,"",NA,NA,NA,NA,NA,NA,"","","50% hidden, ~2m from Fiona; basking in sawgrass tussock; red mangrove, buttonwood, sawgrass, fern, bay, wax myrtle","","{9EE0F9BF-19D6-4A36-B3AF-A944F75CBC0C}","","South","West","","","","","direct",2017-02-09,"2017-02-09 1024"
"65",-81.7326486023246,26.0509994482101,"BP01-11FEB17","COSWFL",2017,"1247","Adult","Male","Alive",9.4,287,250,23.7,10.8,426709,2881537,"N of Henderson Creek","Scout","","Collier","RBNERR","IE, KC, KH","Ender",NA,"",NA,NA,NA,NA,NA,NA,"DILLO","","in shallow DILLO burrow about 2m from Ender","Underground","{701CDBBA-CDFB-4D2A-8530-7457824C4114}","","South","West","","","","","direct",2017-02-11,"2017-02-11 1247"
"66",-81.6417201953103,26.0117385331349,"BP01-15FEB17","COSWFL",2017,"0954","Adult","Female","Alive",11.2,340,301,47.9,21.8,435784,2877141,"Fiddler's Agricultural, S line","Scout","","Collier","Fiddler's Creek","IB, IE, JK","Elvis",34,"",NA,NA,NA,NA,NA,NA,"","para","","Basking","{FAFBF043-2897-4DDE-BB76-E792A0224289}","YES","South","East","","","","","direct",2017-02-15,"2017-02-15 0954"
"67",-81.640969726801,26.0336293333841,"BP02-15FEB17","COSWFL",2017,"1054","Adult","Female","Alive",11.6,354,317,60.7,27.6,435871,2879565,"N of Tamiami Trail","Scout","","Collier","Six L's Agricultural Buffer","IB, IE, JK","Johnny",53,"",NA,NA,NA,NA,NA,NA,"","cattail marsh, saturated ground","","","{73BD9178-74DC-438D-8A51-65172E0AF6C4}","YES","North","East","","","","","direct",2017-02-15,"2017-02-15 1054"
"68",-81.6108492959948,26.0324053820854,"BP01-16FEB17","COSWFL",2017,"1145","Adult","Female","Alive",9.1,276,244,28.3,12.9,438884,2879415,"Lafayette Ln","Scout","","Collier","Six L's Agricultural","IB, IE, JK","Ronin",22,"",NA,NA,NA,NA,NA,NA,"DILLO","dense saw palmetto patch","excavated from burrow about 2m E of Ronin's burrow (where he started to move to)","Underground","{4205D6BA-C311-4C13-8C52-DBEDAF2FA854}","YES","North","East","","","","","direct",2017-02-16,"2017-02-16 1145"
"69",-81.6354657056814,25.9915039230001,"BP01-17FEB17","COSWFL",2017,"1314","Adult","Female","Alive",11.5,351,310,66.9,30.4,436399,2874897,"S of Curcie Rd","Scout","","Collier","Curcie","IB, IE","Jaegar",41,"",NA,NA,NA,NA,NA,NA,"","","","","{A17F3135-61A9-4AD1-BB13-4C418D1F4AF9}","YES","South","East","","","","","direct",2017-02-17,"2017-02-17 1314"
"70",-81.6519354315861,26.062817604434,"BP01-20FEB17","COSWFL",2017,"1359","Adult","Female","Alive",9.6,294,259,36.1,16.4,434790,2882803,"N of Greenway Rd","Scout","","Collier","Six L's Agricultural Buffer","IB, IE, JK","Argo",29,"",NA,NA,NA,NA,NA,NA,"","pepper, near nursery","hidden under pepper with Argo, mating","Courting/Mating","{CBA59CF2-B256-4387-BDF2-484F597B6707}","YES","North","East","","","","","direct",2017-02-20,"2017-02-20 1359"
"71",-81.7295245887578,26.061453179548,"BP01-21FEB17","COSWFL",2017,"1321","Adult","Female","Alive",11.2,342,299,56.9,25.8,427028,2882693,"N of Henderson Creek","Scout","","Collier","RBNERR","IB, IE, JK","Ender",38,"",NA,NA,NA,NA,NA,NA,"","","in mating ball, 4 snakes total","Courting/Mating","{2C7EBDBF-D4A6-4269-B574-2A099798F1D3}","YES","South","West","","","","","direct",2017-02-21,"2017-02-21 1321"
"72",-81.7295245887578,26.061453179548,"BP02-21FEB17","COSWFL",2017,"1321","Adult","Male","Alive",10,306,269,24.7,11.2,427028,2882693,"N of Henderson Creek","Scout","PYBI_38","Collier","RBNERR","IB, IE, JK","Ender",NA,"",NA,NA,NA,NA,NA,NA,"","","in mating ball, 4 snakes total","Courting/Mating","{8D6790B4-0F7A-4ACE-807F-0105FE4B93CA}","","South","West","","","","","direct",2017-02-21,"2017-02-21 1321"
"73",-81.7295245887578,26.061453179548,"BP03-21FEB17","COSWFL",2017,"1321","Adult","Male","Alive",8.7,264,233,19.5,8.9,427028,2882693,"N of Henderson Creek","Scout","","Collier","RBNERR","IB, IE, JK","Ender",NA,"",NA,NA,NA,NA,NA,NA,"","","in mating ball, 4 snakes total","Courting/Mating","{7632B025-1430-43F2-916E-33E6C41347BA}","","South","West","","","","","direct",2017-02-21,"2017-02-21 1321"
"74",-81.6443627694762,26.0454879823575,"BP01-27FEB17","COSWFL",2017,"1021","Adult","Female","Alive",12.5,382,338,66,30,435538,2880880,"N of Fritchey Road","Scout","","Collier","Agricultural","IE, JK","Johnny",46,"",NA,NA,NA,NA,NA,NA,"","","","Traveling","{49897189-B496-4B96-AFBF-F32A71C910A7}","YES","North","East","","","","","indirect",2017-02-27,"2017-02-27 1021"
"75",-81.6412061093465,26.0109191296418,"BP01-28FEB17","COSWFL",2017,"1155","Adult","Male","Alive",6.9,211,183,9.5,4.3,435835,2877050,"Fiddler's Agricultural, SE Triangle","Scout","","Collier","Fiddler's Creek","IB, IE, JK","Elvis",NA,"",NA,NA,NA,NA,NA,NA,"","para on ridge; near ditch","stepped on when tracking Elvis","Undercover","{71E13D78-DDFA-476B-A2FA-F8AADC34B9FA}","","South","East","","","","","direct",2017-02-28,"2017-02-28 1155"
"76",-81.6410742450395,26.0105585344068,"BP02-28FEB17","COSWFL",2017,"1200","Adult","Female","Alive",13.2,402,358,75.4,34.2,435848,2877010,"Fiddler's Agricultural, SE Triangle","Scout","","Collier","Fiddler's Creek","IB, IE, JK","Elvis",45,"",NA,NA,NA,NA,NA,NA,"","","","","{9CF9C1BE-88C1-42F0-8C8D-D21C3F9E1916}","YES","South","East","","","","","direct",2017-02-28,"2017-02-28 1200"
"77",-81.6355821990234,26.0020137755987,"BP01-06MAR17","COSWFL",2017,"1026","Adult","Female","Alive",11.5,352,310,58.6,26.6,436393,2876061,"N of Curcie Rd","Scout","","Collier","Curcie","IB, IE, JK","Jaegar",46,"",NA,NA,NA,NA,NA,NA,"","","~2m from Jaeger","","{8F67CA1A-476E-4CC9-92DC-F7096293166F}","YES","South","East","","","","","direct",2017-03-06,"2017-03-06 1026"
"78",-81.6466114996532,26.045432786238,"BP01-11DEC17","COSWFL",2017,"1449","Adult","Female","Alive",11.2,341,307,45.1,20.5,435313,2880875,"Fritchey Rd","Scout","","Collier","Agricultural","IB, IE, MH","Johnny",38,"",NA,NA,NA,NA,NA,NA,"","","","","{75FD093E-EE5F-44C2-B32C-9FCD6CDA9615}","YES","North","East","","","","","direct",2017-12-11,"2017-12-11 1449"
"79",-81.6322336914803,26.037234466222,"BP04-12DEC17","COSWFL",2017,"1259","Adult","Male","Alive",8.6,261,223,18,8.2,436747,2879960,"Wiggins","Scout","","Collier","Six L's Agricultural","IB, IE, MH, VB","Tresa",NA,"",NA,NA,NA,NA,NA,NA,"","","","","{2ACF3D88-E9C9-4F12-8183-C684140AD80B}","","North","East","","","","","direct",2017-12-12,"2017-12-12 1259"
"80",-81.7262034458759,26.0627250000014,"BP01-21DEC17","COSWFL",2017,"1200","Adult","Female","Alive",14,428,373,103.8,47.1,427361,2882832,"Griffin Rd","Scout","","Collier","RBNERR","IB, IE, MH","Ender",62,"",NA,NA,NA,NA,NA,NA,"","","found by following telemetered male (PYBI-35) to location nearby natural cavity","","{2E1C0125-8A72-482E-A020-1F4A708F4773}","YES","South","West","","","","","direct",2017-12-21,"2017-12-21 1200"
"81",-81.6321888714179,26.0363317146507,"BP01-26DEC17","COSWFL",2017,"1215","Adult","Male","Alive",9.6,293,255,25.1,11.4,436751,2879860,"Wiggins","Scout","PYBI-41","Collier","Six L's Agricultural","IB, IE","Tresa",NA,"",NA,NA,NA,NA,NA,NA,"","","Stanley; found on E side of levee; heard slithering away nearby telemetered female (PYBI-30)","","{6C0519FB-E9BD-4D66-8BAC-BD691EC5E3FF}","","North","East","","","","","direct",2017-12-26,"2017-12-26 1215"
"82",-81.6536217718682,26.0117574535209,"BP01-28DEC17","COSWFL",2017,"1045","Adult","Male","Alive",9.1,277,238,24,10.9,434593,2877149,"Fiddler's Agricultural, S Line","Scout","","Collier","Fiddler's Creek","IB, IE, MH, AF","Mick",NA,"",NA,NA,NA,NA,NA,NA,"","","shedding; found in proximity to male telemetered animal (PYBI-39) along S edge of levee in dense para","","{D3A2D2D6-5C64-4B06-8951-D0F95509E91A}","","South","East","","","","","direct",2017-12-28,"2017-12-28 1045"
"83",-81.7175379402591,26.020348332118,"BP01-09JAN18","COSWFL",2018,"1211","Adult","Male","Alive",10.9,333,291,41.4,18.8,428202,2878134,"Shell Island Rd","Scout","","Collier","RBNERR","IB, IE, MH","Kirkland",NA,"",NA,NA,NA,NA,NA,NA,"","","100% visible, stretched out in open patch","","{32C43200-EE77-448A-9CF1-7A0FD9193F3C}","","South","West","","","","","direct",2018-01-09,"2018-01-09 1211"
"84",-81.641736535385,26.0441362258959,"BP01-11JAN18","COSWFL",2018,"1105","Adult","Male","Alive",10.8,330,290,35.1,15.9,435800,2880729,"Greenway Rd","Scout","PYBI-43","Collier","Six L's Agricultural Buffer","IB, IE, MH, KH","Fredo",NA,"",NA,NA,NA,NA,NA,NA,"","","found in 6m proximity to telemetered male (PYBI-36); shedding, basking on debris pile","","{BC369CBA-640D-4C82-B2FF-83144A6A7ACD}","","North","East","","","","","direct",2018-01-11,"2018-01-11 1105"
"85",-81.7176698975684,26.0633726367872,"BP01-15JAN18","COSWFL",2018,"1429","Adult","Female","Alive",13.5,410,362,94.7,43,428215,2882899,"Price Rd","Scout","","Collier","Development","IB, IE, MH, MB, AuF","Barron",53,"",NA,23.6000003814697,NA,21.3999996185303,NA,NA,"","palm nursery under metal debris pile","found mating with Barron, had some blood coming out of cloaca that was most likely from Barron","Courting/Mating","{F4808A50-2B67-49AE-802B-43AC98038AF3}","YES","South","West","","","","","direct",2018-01-15,"2018-01-15 1429"
"86",-81.6566582065236,26.0079151933817,"BP01-16JAN18","COSWFL",2018,"1150","Adult","Female","Alive",9.8,300,263,30,13.6,434287,2876725,"RIBS","Scout","","Collier","RIBS","IB, IE, MH","Mick",27,"",NA,NA,NA,NA,NA,NA,"","","on edge of ribs near fence","","{0F4B8C15-600F-4523-81A4-4961EB3C11AF}","YES","South","East","","","","","indirect",2018-01-16,"2018-01-16 1150"
"87",-81.6446505637559,26.0451074612276,"BP01-22JAN18","COSWFL",2018,"1302","Adult","Male","Alive",9.1,278,241,20.8,9.4,435509,2880838,"Fritchey Rd","Scout","","Collier","Agricultural","IB, IE, MH","Jimi",NA,"",0,NA,NA,NA,NA,NA,"","rubble pile in agricultural field","on Johnny's rubble pile","Basking","{3FEE4568-9F99-4280-AADD-74C44B606B1F}","","North","East","","","","","indirect",2018-01-22,"2018-01-22 1302"
"88",-81.6455819681177,26.0454373912294,"BP01-25JAN18","COSWFL",2018,"1030","Adult","Male","Alive",7.2,218,190,18.5,8.4,435416,2880875,"Fritchey Rd","Scout","","Collier","Agricultural","IB, IE, MB","Jimi",NA,"",0,NA,NA,NA,NA,NA,"","rubble pile in agricultural field","on rubble pile in Johnny's zone","Basking","{6085AF3A-A092-48A4-8F3E-77C0E8A64756}","","North","East","","","","","indirect",2018-01-25,"2018-01-25 1030"
"89",-81.651014901827,26.0119859230252,"BP01-29JAN18","COSWFL",2018,"1219","Adult","Female","Alive",10,306,278,33.2,15.1,434854,2877173,"Fiddler's Agricultural, S Line","Scout","","Collier","Fiddler's Creek","IB, IE, MH","Bowie",25,"",0,NA,NA,NA,NA,NA,"","","basking on para next to pepper-lined canal","Basking","{AC8AFED4-05C0-4C40-9A3E-29B9ED2DB38B}","YES","South","East","","","","","direct",2018-01-29,"2018-01-29 1219"
"90",-81.7320887211914,26.0622438113209,"BP01-30JAN18","COSWFL",2018,"1516","Adult","Female","Alive",9.7,297,261,27.2,12.4,426772,2882782,"N of Henderson Creek","Scout","","Collier","RBNERR","IB, IE, MH","Ender",18,"",50,NA,NA,NA,NA,NA,"","oak and palmetto pineland","heard slithering away, ~4m from Ender","","{57003D7D-3711-4856-888C-0274469573ED}","YES","South","West","","","","","direct",2018-01-30,"2018-01-30 1516"
"91",-81.6045745585627,26.0132711231828,"BP01-01FEB18","COSWFL",2018,"1116","Adult","Female","Alive",13.2,401,357,78.7,35.7,439502,2877293,"New Land","Scout","","Collier","Six L's Agricultural","IB, IE, MH","Dos Equis",75,"",0,NA,NA,NA,NA,NA,"","thick para in retention zone","right next to XX, possible courting behavior","Courting/Mating","{F7981F2D-EC45-41CD-B685-8F6485A8294B}","YES","North","East","","","","","direct",2018-02-01,"2018-02-01 1116"
"92",-81.6441548667065,26.0440261380773,"BP01-31JAN18","COSWFL",2018,"1142","Adult","Female","Alive",14.8,447,392,103.9,47.2,435558,2880718,"Fritchey Rd","Scout","","Collier","Agricultural","IB, IE, MH","Johnny",61,"",0,NA,NA,NA,NA,NA,"","under pepper and acacia near old agricultural ditch","basking nearby natural cavity, ~2m from Johnny","Basking","{005991BA-A26B-4C6C-A1E7-F8191FF1C4D5}","YES","North","East","","","","","direct",2018-02-01,"2018-02-01 1142"
"93",-81.7071274618291,26.0141332220869,"BP01-05FEB18","COSWFL",2018,"1500","Adult","Female","Alive",13.6,416,370,84.4,38.3,429240,2877440,"Shell Island Rd","Scout","","Collier","RBNERR","IB,IE,MH","Grendel",41,"",90,NA,NA,NA,NA,NA,"","under leather fern in mangrove forest","","Coiled","{D12A171C-89F9-4C39-9DCC-724E69A3F990}","YES","South","West","","","","","direct",2018-02-05,"2018-02-05 1500"
"94",-81.6510235867354,26.0660542521039,"BP01-12FEB18","COSWFL",2018,"1325","Adult","Female","Alive",14.4,440,390,98.3,44.6,434883,2883161,"N of Greenway Rd","Scout","","Collier","Six L's Agricultural Buffer","IB, IE, MH, AF, NC","Argo",57,"",100,NA,NA,NA,NA,NA,"","old culvert pipe on edge of cultivated field","thanks Carlos!","","{A48A9CB1-6204-488D-BF63-8170B4B873F1}","YES","North","East","","","","","direct",2018-02-12,"2018-02-12 1325"
"95",-81.651355646935,26.0121649780243,"BP02-12FEB18","COSWFL",2018,"1419","Adult","Female","Alive",14.1,431,378,79.7,36.2,434820,2877193,"Fiddler's Agricultural","Scout","","Collier","Fiddler's Creek","IB, IE, MH, AF, NC","Bowie",38,"",100,NA,NA,NA,NA,NA,"","para field on edge of canal","","Coiled","{E5709FA9-6AED-4D0F-9BB0-0BCDC8379A27}","YES","South","East","","","","","direct",2018-02-12,"2018-02-12 1419"
"96",-81.6500075342946,26.0594763793118,"BP01-15FEB18","COSWFL",2018,"1055","Adult","Male","Alive",9.5,291,257,21.6,9.8,434981,2882432,"Wiggins","Scout","","Collier","Six L's Agricultural","IB, IE, MH, AF, NC","Argo",NA,"",NA,NA,NA,NA,NA,NA,"","para field on edge of canal","snake orgy; out and participating","Courting/Mating","{0E1DE3AC-E149-4CAC-ABB0-3133DB83B90B}","","North","East","","","","","direct",2018-02-15,"2018-02-15 1055"
"97",-81.6500075342946,26.0594763793118,"BP02-15FEB18","COSWFL",2018,"1055","Adult","Male","Alive",8,243,214,12.6,5.7,434981,2882432,"Wiggins","Scout","","Collier","Six L's Agricultural","IB, IE, MH, AF, NC","Argo",NA,"",NA,NA,NA,NA,NA,NA,"","para field on edge of canal","snake orgy; out and participating","Courting/Mating","{3A9F7141-BFB3-4473-8401-EA6169674067}","","North","East","","","","","direct",2018-02-15,"2018-02-15 1055"
"98",-81.6500075342946,26.0594763793118,"BP03-15FEB18","COSWFL",2018,"1055","Adult","Male","Alive",11.3,343,299,31.5,14.3,434981,2882432,"Wiggins","Scout","","Collier","Six L's Agricultural","IB, IE, MH, AF, NC","Argo",NA,"",NA,NA,NA,NA,NA,NA,"","para field on edge of canal","snake orgy; out and participating","Courting/Mating","{9BE14733-45AE-46E5-9FAE-D41B90091943}","","North","East","","","","","direct",2018-02-15,"2018-02-15 1055"
"99",-81.6500075342946,26.0594763793118,"BP04-15FEB18","COSWFL",2018,"1055","Adult","Male","Alive",9.9,302,264,22.9,10.4,434981,2882432,"Wiggins","Scout","","Collier","Six L's Agricultural","IB, IE, MH, AF, NC","Argo",NA,"",NA,NA,NA,NA,NA,NA,"","para field on edge of canal","snake orgy; out and participating","Courting/Mating","{7C905475-27C1-42BC-BB25-1290A0B638B7}","","North","East","","","","","direct",2018-02-15,"2018-02-15 1055"
"100",-81.6500075342946,26.0594763793118,"BP05-15FEB18","COSWFL",2018,"1055","Adult","Male","Alive",7.7,235,203,10.1,4.6,434981,2882432,"Wiggins","Scout","","Collier","Six L's Agricultural","IB, IE, MH, AF, NC","Argo",NA,"",NA,NA,NA,NA,NA,NA,"","para field on edge of canal","snake orgy; was hidden under para","Courting/Mating","{F24DA995-3AF0-4511-853E-F90BBD99C689}","","North","East","","","","","direct",2018-02-15,"2018-02-15 1055"
"101",-81.6500376736772,26.0595033319188,"BP06-15FEB18","COSWFL",2018,"1110","Adult","Male","Alive",11.9,362,320,44.1,20,434978,2882435,"Wiggins","Scout","PYBI-45","Collier","Six L's Agricultural","IB, IE, MH, AF, NC","Argo",NA,"",NA,NA,NA,NA,NA,NA,"","para field on edge of canal","snake orgy; 100% hidden under para, found 15 minutes after BP01-4; became PYBI-45","Courting/Mating","{E04E73F7-D436-411B-8B88-1D9EDA9FD32D}","","North","East","","","","","direct",2018-02-15,"2018-02-15 1110"
"102",-81.6500272784404,26.059431143281,"BP07-15FEB18","COSWFL",2018,"1130","Adult","Female","Alive",14.7,448,394,114.9,52.1,434979,2882427,"Wiggins","Scout","","Collier","Six L's Agricultural","IB, IE, MH, AF, NC","Argo",81,"",NA,NA,NA,NA,NA,NA,"","para field on edge of canal","snake orgy; 100% hidden under para; found 25 minutes after BP01-4","Courting/Mating","{6DD5FEE2-EFED-4E99-953F-DC30FDFDBF23}","YES","North","East","","","","","direct",2018-02-15,"2018-02-15 1130"
